asset_id,date,predicted_RUL_min,predicted_RUL_mean,predicted_RUL_max,failure_prob_max,failure_prob_mean,failure_flags,risk_score_max,risk_score_mean,actual_RUL_min,actual_failure_count,is_during_failure_count,readings_count,wind_speed_mean,power_mean,temp_spread_mean,health_status,maintenance_urgency,nearest_failure_type
0,2022-01-11,174.30948,177.92438,180.0,3.7734884e-05,1.5414676e-05,0,3.2,1.1527778,180.0,0,0,144,8.746527777777779,0.5924989837398374,1299.611111111111,Healthy,No Action,Healthy
0,2022-01-12,173.80144,179.19952,180.0,3.029143e-05,8.62987e-06,0,3.4,0.44305554,180.0,0,0,144,3.8055555555555554,0.05902134146341463,726.5284722222223,Healthy,No Action,Healthy
0,2022-01-13,177.44461,179.57326,180.0,2.4484147e-05,9.2791715e-06,0,1.4,0.2361111,180.0,0,0,144,7.472222222222222,0.44734620596205965,1403.1840277777778,Healthy,No Action,Healthy
0,2022-01-14,177.97043,179.76768,180.0,1.0926008e-05,4.4545554e-06,0,1.1,0.12916666,180.0,0,0,144,4.084722222222222,0.0654952574525745,915.7381944444444,Healthy,No Action,Healthy
0,2022-01-15,175.50862,179.08429,180.0,4.4443183e-05,1.5463573e-05,0,2.5,0.5076389,180.0,0,0,144,5.179166666666666,0.15718292682926827,1079.677777777778,Healthy,No Action,Healthy
0,2022-01-16,175.63538,177.60431,180.0,5.1804098e-05,1.9413423e-05,0,2.4,1.3319445,180.0,0,0,144,5.301388888888889,0.19839058265582654,1063.9812499999998,Healthy,No Action,Healthy
0,2022-01-17,175.56993,178.01112,180.0,3.8621307e-05,2.0122116e-05,0,2.5,1.1069444,180.0,0,0,144,8.015277777777778,0.5248512872628726,1458.038888888889,Healthy,No Action,Healthy
0,2022-01-18,178.07358,179.86113,180.0,8.263506e-06,3.529527e-06,0,1.1,0.07569444,180.0,0,0,144,3.372916666666667,0.020133130081300823,606.7916666666666,Healthy,No Action,Healthy
0,2022-01-19,176.73506,179.07309,180.0,1.7732647e-05,6.9218795e-06,0,1.8,0.51666665,180.0,0,0,144,2.4361111111111113,0.0015528455284553057,363.43819444444443,Healthy,No Action,Healthy
0,2022-01-20,173.60828,176.98085,179.86922,1.673653e-05,5.8240394e-06,0,3.6,1.6770834,180.0,0,0,144,3.808333333333333,0.06856571815718158,694.98125,Healthy,No Action,Healthy
0,2022-01-21,174.88374,177.13036,179.26373,3.0337862e-06,1.953351e-06,0,2.8,1.5881944,180.0,0,0,144,2.158333333333333,3.5907859078626406e-05,190.425,Healthy,No Action,Healthy
0,2022-01-22,174.18353,178.06958,180.0,2.9276175e-06,1.2548231e-06,0,3.2,1.0708333,180.0,0,0,144,3.5284722222222222,0.05584722222222224,549.0013888888889,Healthy,No Action,Healthy
0,2022-01-23,174.57047,178.26512,180.0,1.4348735e-06,8.409843e-07,0,3.0,0.9597222,180.0,0,0,144,7.902083333333334,0.4737926829268293,1516.6819444444445,Healthy,No Action,Healthy
0,2022-01-24,179.57536,179.98392,180.0,1.4605862e-06,7.5744094e-07,0,0.2,0.007638889,180.0,0,0,144,6.3069444444444445,0.2514014227642276,1380.0048611111113,Healthy,No Action,Healthy
0,2022-01-25,175.29828,178.82074,180.0,1.8635816e-06,1.0590296e-06,0,2.6,0.6590278,180.0,0,0,144,5.228472222222222,0.15549796747967476,1129.9604166666666,Healthy,No Action,Healthy
0,2022-01-26,178.07251,179.98662,180.0,1.0826184e-06,5.148401e-07,0,1.1,0.007638889,180.0,0,0,144,2.579861111111111,0.013258807588075898,427.6590277777778,Healthy,No Action,Healthy
0,2022-01-27,179.9381,179.99957,180.0,6.812388e-07,3.1393637e-07,0,0.0,0.0,180.0,0,0,144,2.177777777777778,-0.0018665311653116117,134.2263888888889,Healthy,No Action,Healthy
0,2022-01-28,177.6349,179.77802,180.0,8.4909044e-07,4.4999604e-07,0,1.3,0.124305554,180.0,0,0,144,2.720833333333333,0.002620596205962093,360.9604166666667,Healthy,No Action,Healthy
0,2022-01-29,177.9733,179.71243,180.0,6.4753243e-07,3.32376e-07,0,1.1,0.1625,180.0,0,0,144,2.704861111111111,0.006365853658536603,438.18541666666664,Healthy,No Action,Healthy
0,2022-01-30,178.01648,179.83044,180.0,6.296105e-07,2.2282438e-07,0,1.1,0.09375,180.0,0,0,144,2.5909722222222222,0.005428523035230389,253.60625000000002,Healthy,No Action,Healthy
0,2022-01-31,178.21744,179.73938,180.0,9.5685e-07,5.2293655e-07,0,1.0,0.14513889,180.0,0,0,144,3.4583333333333335,0.03357384823848239,699.254861111111,Healthy,No Action,Healthy
0,2022-02-01,175.99638,178.98813,180.0,1.2319998e-06,5.190879e-07,0,2.2,0.56388885,180.0,0,0,144,2.6875,0.008623306233062355,402.5451388888889,Healthy,No Action,Healthy
0,2022-02-02,175.84799,179.03052,180.0,8.538196e-07,4.7191392e-07,0,2.3,0.53680557,180.0,0,0,144,3.5687499999999996,0.031491869918699185,762.59375,Healthy,No Action,Healthy
0,2022-02-03,180.0,180.0,180.0,5.8738e-07,2.6259357e-07,0,0.0,0.0,180.0,0,0,144,2.70625,0.03275575880758811,349.89652777777775,Healthy,No Action,Healthy
0,2022-02-04,176.62085,179.68466,180.0,1.6657857e-06,8.4146876e-07,0,1.9,0.17708333,180.0,0,0,144,12.277777777777779,0.8666585365853658,1645.78125,Healthy,No Action,Healthy
0,2022-02-05,177.23692,179.26247,180.0,3.7739565e-06,1.2814029e-06,0,1.5,0.40555558,180.0,0,0,144,10.172916666666667,0.7100918021680216,1568.9958333333334,Healthy,No Action,Healthy
0,2022-02-06,177.26683,178.97412,180.0,1.515933e-06,4.4167825e-07,0,1.5,0.56875,180.0,0,0,144,5.915972222222222,0.22895291327913275,1221.0638888888889,Healthy,No Action,Healthy
0,2022-02-07,176.24257,179.02087,180.0,4.101101e-06,1.7085729e-06,0,2.1,0.54444444,180.0,0,0,144,7.393055555555555,0.4136161924119241,1455.9347222222223,Healthy,No Action,Healthy
0,2022-02-08,178.46997,179.83508,180.0,9.341802e-07,2.9241042e-07,0,0.9,0.094444446,180.0,0,0,144,3.964583333333333,0.04348069105691056,872.8354166666667,Healthy,No Action,Healthy
0,2022-02-09,178.6855,179.936,180.0,1.2597828e-06,6.455795e-07,0,0.7,0.035416666,180.0,0,0,144,5.977777777777778,0.25851659891598916,1225.023611111111,Healthy,No Action,Healthy
0,2022-02-10,180.0,180.0,180.0,1.135098e-06,6.0736465e-07,0,0.0,0.0,180.0,0,0,144,6.626388888888889,0.28846172086720867,1413.9402777777777,Healthy,No Action,Healthy
0,2022-02-11,180.0,180.0,180.0,2.2044694e-06,9.637112e-07,0,0.0,0.0,180.0,0,0,144,7.544444444444445,0.4180707994579945,1494.677777777778,Healthy,No Action,Healthy
0,2022-02-12,180.0,180.0,180.0,4.901112e-07,1.9646092e-07,0,0.0,0.0,180.0,0,0,144,6.980555555555556,0.3929044715447154,1374.0083333333334,Healthy,No Action,Healthy
0,2022-02-13,180.0,180.0,180.0,7.6251405e-07,4.0281168e-07,0,0.0,0.0,180.0,0,0,144,8.443055555555555,0.5485829945799457,1546.4715277777777,Healthy,No Action,Healthy
0,2022-02-14,180.0,180.0,180.0,1.8603889e-06,9.2013346e-07,0,0.0,0.0,180.0,0,0,144,12.974305555555555,0.8818976964769648,1642.5069444444443,Healthy,No Action,Healthy
0,2022-02-15,180.0,180.0,180.0,2.2772854e-06,6.381593e-07,0,0.0,0.0,180.0,0,0,144,7.939583333333333,0.5015972222222222,1501.4631944444445,Healthy,No Action,Healthy
0,2022-02-16,180.0,180.0,180.0,1.8218448e-06,6.957782e-07,0,0.0,0.0,180.0,0,0,144,7.190972222222222,0.395465108401084,1404.3625000000002,Healthy,No Action,Healthy
0,2022-02-17,175.92912,179.13313,180.0,9.920748e-07,3.7095356e-07,0,2.3,0.48333332,180.0,0,0,144,3.591666666666667,0.055413617886178865,636.9645833333333,Healthy,No Action,Healthy
0,2022-02-18,178.22421,179.73903,180.0,1.3048012e-06,6.395898e-07,0,1.0,0.14305556,180.0,0,0,144,4.827083333333333,0.10989058265582652,1209.6861111111111,Healthy,No Action,Healthy
0,2022-02-19,177.749,179.75781,180.0,1.418948e-06,7.945547e-07,0,1.3,0.13402778,180.0,0,0,144,6.972222222222222,0.38714397018970187,1296.236111111111,Healthy,No Action,Healthy
0,2022-02-20,177.67484,179.72308,180.0,2.704884e-06,1.2512322e-06,0,1.3,0.15277778,180.0,0,0,144,11.176388888888889,0.8396253387533875,1641.0708333333334,Healthy,No Action,Healthy
0,2022-02-21,175.64563,179.39041,180.0,1.4337859e-06,8.640202e-07,0,2.4,0.34097224,180.0,0,0,144,10.804861111111112,0.7740176151761519,1635.2930555555556,Healthy,No Action,Healthy
0,2022-02-22,175.48181,179.02988,180.0,7.815119e-07,2.5761236e-07,0,2.5,0.54097223,180.0,0,0,144,4.199305555555556,0.1043560298102981,853.6479166666667,Healthy,No Action,Healthy
0,2022-02-23,179.1515,179.94765,180.0,1.4306527e-06,5.6511425e-07,0,0.5,0.030555556,180.0,0,0,144,3.6902777777777778,0.03467310298102981,777.9486111111112,Healthy,No Action,Healthy
0,2022-02-24,176.97786,179.36168,180.0,9.701763e-07,3.966753e-07,0,1.7,0.35416666,180.0,0,0,144,5.230555555555556,0.16788685636856368,1141.9166666666667,Healthy,No Action,Healthy
0,2022-02-25,177.52164,179.22116,180.0,1.8268502e-06,1.0891716e-06,0,1.4,0.43472221,180.0,0,0,144,5.698611111111111,0.1906290650406504,1278.0034722222222,Healthy,No Action,Healthy
0,2022-02-26,179.74503,179.99767,180.0,1.2969494e-06,5.467914e-07,0,0.1,0.00069444446,180.0,0,0,144,7.102777777777778,0.4348407859078591,1160.0541666666666,Healthy,No Action,Healthy
0,2022-02-27,179.48022,179.98973,180.0,2.339999e-06,9.554911e-07,0,0.3,0.004861111,180.0,0,0,144,11.086805555555555,0.8504793360433605,1641.6722222222222,Healthy,No Action,Healthy
0,2022-02-28,180.0,180.0,180.0,1.2775181e-06,7.851336e-07,0,0.0,0.0,180.0,0,0,144,8.792361111111111,0.602775406504065,1561.2611111111112,Healthy,No Action,Healthy
0,2022-03-01,177.40532,179.16307,180.0,1.0892578e-06,4.225663e-07,0,1.4,0.46249998,180.0,0,0,144,4.372916666666667,0.07465853658536584,978.4868055555556,Healthy,No Action,Healthy
0,2022-03-02,179.08752,179.88367,180.0,1.9504182e-06,6.5569833e-07,0,0.5,0.065714285,180.0,0,0,140,3.6314285714285712,0.045168989547038345,513.1614285714286,Healthy,No Action,Healthy
0,2022-03-03,178.85248,179.8857,180.0,6.810699e-07,2.9423705e-07,0,0.6,0.0625,180.0,0,0,144,2.772222222222222,0.031389227642276446,436.9215277777778,Healthy,No Action,Healthy
0,2022-03-04,177.21805,179.22691,180.0,7.206646e-07,3.7941928e-07,0,1.5,0.42777777,180.0,0,0,144,3.591666666666667,0.039815379403794024,843.6229166666667,Healthy,No Action,Healthy
0,2022-03-05,172.78448,176.95479,179.86661,6.447097e-07,2.7182426e-07,0,4.0,1.6902777,180.0,0,0,144,3.863888888888889,0.08306334688346885,701.5347222222222,Healthy,No Action,Healthy
0,2022-03-06,173.53015,176.71759,180.0,9.411095e-07,3.6146108e-07,0,3.6,1.8194444,180.0,0,0,144,7.991666666666666,0.47692852303523037,1531.3111111111111,Healthy,No Action,Healthy
0,2022-03-07,177.18195,179.59946,180.0,4.269916e-07,2.1935436e-07,0,1.6,0.22222222,180.0,0,0,144,5.579861111111111,0.16129302168021675,1313.7270833333334,Healthy,No Action,Healthy
0,2022-03-08,177.75179,179.82741,180.0,4.0843224e-07,1.8904102e-07,0,1.2,0.09583333,180.0,0,0,144,7.54236111111111,0.4010067750677507,1390.7083333333333,Healthy,No Action,Healthy
0,2022-03-09,179.12288,179.97278,180.0,1.1844502e-06,4.0762293e-07,0,0.5,0.015972221,180.0,0,0,144,4.108333333333333,0.06662499999999999,917.5250000000001,Healthy,No Action,Healthy
0,2022-03-10,180.0,180.0,180.0,9.20759e-07,4.4578303e-07,0,0.0,0.0,180.0,0,0,144,4.954166666666667,0.21616395663956642,830.7625,Healthy,No Action,Healthy
0,2022-03-11,178.8153,179.9798,180.0,1.49454e-06,6.372054e-07,0,0.7,0.01111111,180.0,0,0,144,5.898611111111111,0.22773441734417343,1237.834027777778,Healthy,No Action,Healthy
0,2022-03-12,178.51028,179.7812,180.0,1.3840613e-06,5.9227455e-07,0,0.8,0.11944445,180.0,0,0,144,2.9965277777777777,0.014505420054200552,522.0770833333333,Healthy,No Action,Healthy
0,2022-03-13,177.91606,179.66425,180.0,1.5189257e-06,4.8594643e-07,0,1.2,0.18472223,180.0,0,0,144,3.401388888888889,0.032506775067750696,553.4263888888888,Healthy,No Action,Healthy
0,2022-03-14,179.76567,179.99837,180.0,6.8932553e-07,3.180866e-07,0,0.1,0.00069444446,180.0,0,0,144,3.3055555555555554,0.01904878048780488,652.3743055555556,Healthy,No Action,Healthy
0,2022-03-15,177.81932,179.62102,180.0,4.6030138e-07,2.3311071e-07,0,1.2,0.20902778,180.0,0,0,144,3.3243055555555556,0.023300813008130083,688.4194444444444,Healthy,No Action,Healthy
0,2022-03-16,178.69897,179.93077,180.0,5.8249276e-07,2.458483e-07,0,0.7,0.038194444,180.0,0,0,144,3.6277777777777778,0.09211111111111113,603.6583333333333,Healthy,No Action,Healthy
0,2022-03-17,178.23392,179.88213,180.0,1.0282668e-06,5.2695196e-07,0,1.0,0.06527778,180.0,0,0,144,4.814583333333333,0.10630724932249319,1120.8256944444445,Healthy,No Action,Healthy
0,2022-03-18,179.41132,179.98822,180.0,5.4818456e-06,1.6792812e-06,0,0.3,0.0055555557,180.0,0,0,144,2.7805555555555554,0.013528794037940396,490.5368055555556,Healthy,No Action,Healthy
0,2022-03-19,179.10164,179.99222,180.0,4.000029e-06,2.2941958e-06,0,0.5,0.004166667,180.0,0,0,144,2.697222222222222,0.020146002710027127,427.93125,Healthy,No Action,Healthy
0,2022-03-20,176.1261,179.56259,180.0,1.5194736e-05,6.68315e-06,0,2.2,0.24374999,180.0,0,0,144,4.171527777777778,0.0810460704607046,864.004861111111,Healthy,No Action,Healthy
0,2022-03-21,178.42848,179.81033,180.0,7.4342224e-06,4.7475123e-06,0,0.9,0.10486111,180.0,0,0,144,3.9916666666666663,0.06515243902439025,732.8201388888889,Healthy,No Action,Healthy
0,2022-03-22,178.06569,179.11589,180.0,9.167434e-06,6.19769e-06,0,1.1,0.49166667,180.0,0,0,144,3.7902777777777774,0.05664092140921409,752.9902777777778,Healthy,No Action,Healthy
0,2022-03-23,175.33206,179.1964,180.0,1.0163908e-05,4.811015e-06,0,2.6,0.44930553,180.0,0,0,144,5.034027777777777,0.1918160569105691,915.5374999999999,Healthy,No Action,Healthy
0,2022-03-24,177.12193,178.87137,180.0,1.2214438e-05,6.3304656e-06,0,1.6,0.62708336,180.0,0,0,144,4.762499999999999,0.09656605691056908,1158.079861111111,Healthy,No Action,Healthy
0,2022-03-25,179.23299,179.95554,180.0,4.0057057e-06,2.2336399e-06,0,0.4,0.025,180.0,0,0,144,3.384027777777778,0.08723543360433605,588.4027777777778,Healthy,No Action,Healthy
0,2022-03-26,178.77322,179.81894,180.0,5.8223955e-06,3.449279e-06,0,0.7,0.101388894,180.0,0,0,144,4.786111111111111,0.10111246612466122,1111.929861111111,Healthy,No Action,Healthy
0,2022-03-27,178.59132,179.84656,180.0,7.228595e-06,3.4439133e-06,0,0.8,0.083333336,180.0,0,0,144,3.938888888888889,0.06845392953929538,816.4993055555556,Healthy,No Action,Healthy
0,2022-03-28,177.44997,179.65259,180.0,8.72367e-06,5.914407e-06,0,1.4,0.19275363,180.0,0,0,138,4.4021739130434785,0.06031919406150582,920.3123188405798,Healthy,No Action,Healthy
0,2022-03-29,180.0,180.0,180.0,5.809943e-06,2.64228e-06,0,0.0,0.0,180.0,0,0,144,3.724305555555555,0.06012093495934959,808.8569444444444,Healthy,No Action,Healthy
0,2022-03-30,177.33185,179.85526,180.0,2.7880965e-06,1.6220453e-06,0,1.5,0.08125,180.0,0,0,144,2.154166666666667,0.0018712737127371598,251.13888888888889,Healthy,No Action,Healthy
0,2022-03-31,176.98756,179.64238,180.0,4.321536e-06,2.460201e-06,0,1.7,0.19999999,180.0,0,0,144,3.574305555555556,0.04737872628726289,598.8534722222222,Healthy,No Action,Healthy
0,2022-04-01,178.21074,179.75636,180.0,8.979608e-06,2.710776e-06,0,1.0,0.13541667,180.0,0,0,144,7.463888888888889,0.4132120596205962,1439.665972222222,Healthy,No Action,Healthy
0,2022-04-02,179.90031,179.99931,180.0,2.2602983e-06,1.395117e-06,0,0.1,0.00069444446,180.0,0,0,144,4.526388888888889,0.08989058265582654,1048.2222222222222,Healthy,No Action,Healthy
0,2022-04-03,178.28397,179.88654,180.0,2.7394526e-06,1.5387409e-06,0,1.0,0.0625,180.0,0,0,144,3.2826388888888887,0.022264227642276438,611.9458333333333,Healthy,No Action,Healthy
0,2022-04-04,179.7151,179.99348,180.0,1.9998402e-06,1.0012886e-06,0,0.2,0.004166667,180.0,0,0,144,3.5847222222222226,0.05824220867208672,685.2652777777778,Healthy,No Action,Healthy
0,2022-04-05,178.69394,179.98816,180.0,1.5958512e-06,1.076964e-06,0,0.7,0.0069444445,180.0,0,0,144,9.115972222222222,0.6102977642276423,1460.7659722222222,Healthy,No Action,Healthy
0,2022-04-06,180.0,180.0,180.0,1.5796692e-06,4.077089e-07,0,0.0,0.0,180.0,0,0,144,7.308333333333334,0.4038268970189702,1459.665972222222,Healthy,No Action,Healthy
0,2022-04-07,178.40138,179.9672,180.0,1.3914753e-06,5.749609e-07,0,0.9,0.017361112,180.0,0,0,144,3.334027777777778,0.04050203252032521,628.5534722222222,Healthy,No Action,Healthy
0,2022-04-08,178.94638,179.95746,180.0,2.9995426e-06,1.0674553e-06,0,0.6,0.023611112,180.0,0,0,144,2.9659722222222222,0.032856029810298115,524.6541666666667,Healthy,No Action,Healthy
0,2022-04-09,178.84492,179.91008,180.0,2.8458207e-06,9.539209e-07,0,0.6,0.04930556,180.0,0,0,144,4.291666666666667,0.11461111111111112,824.5423611111112,Healthy,No Action,Healthy
0,2022-04-10,177.23894,179.92448,180.0,2.7380734e-06,1.1145546e-06,0,1.5,0.041666668,180.0,0,0,144,3.640277777777778,0.05117615176151763,636.8923611111111,Healthy,No Action,Healthy
0,2022-04-11,178.93596,179.93706,180.0,2.882119e-06,1.6211312e-06,0,0.6,0.036111113,180.0,0,0,144,4.385416666666667,0.09181334688346882,994.251388888889,Healthy,No Action,Healthy
0,2022-04-12,177.66856,179.74174,180.0,6.2787312e-06,2.518874e-06,0,1.3,0.14375001,180.0,0,0,144,5.868055555555555,0.20537262872628725,1306.2833333333333,Healthy,No Action,Healthy
0,2022-04-13,180.0,180.0,180.0,8.27524e-06,4.022847e-06,0,0.0,0.0,180.0,0,0,144,6.728472222222222,0.3187340785907859,1415.2465277777778,Healthy,No Action,Healthy
0,2022-04-14,180.0,180.0,180.0,3.769011e-06,1.7654451e-06,0,0.0,0.0,180.0,0,0,144,4.36875,0.09018055555555554,946.7729166666666,Healthy,No Action,Healthy
0,2022-04-15,178.28612,179.93001,180.0,2.6178984e-06,1.5464643e-06,0,1.0,0.039583333,180.0,0,0,144,2.6444444444444444,0.01786856368563687,445.5222222222222,Healthy,No Action,Healthy
0,2022-04-16,179.46826,179.99536,180.0,4.9090822e-06,1.4497704e-06,0,0.3,0.0027777778,180.0,0,0,144,4.53125,0.15902472899728998,811.4527777777778,Healthy,No Action,Healthy
0,2022-04-17,175.19348,179.4399,180.0,0.0003031479,4.3393742e-05,0,2.7,0.31180558,180.0,0,0,144,7.147916666666666,0.35321443089430893,1457.7701388888888,Healthy,No Action,Healthy
0,2022-04-18,175.28268,179.06516,180.0,3.60569e-05,1.6691949e-05,0,2.6,0.5201389,180.0,0,0,144,4.415972222222222,0.06790752032520322,1076.2354166666667,Healthy,No Action,Healthy
0,2022-04-19,173.79486,178.50995,180.0,9.891465e-05,3.8187893e-05,0,3.4,0.82708335,180.0,0,0,144,7.798611111111111,0.4755904471544716,1155.2777777777778,Healthy,No Action,Healthy
0,2022-04-20,172.20345,177.75787,180.0,4.4345135e-05,1.41122355e-05,0,4.3,1.2409722,180.0,0,0,144,7.878472222222222,0.47921375338753386,1350.0090277777776,Healthy,No Action,Healthy
0,2022-04-21,176.29486,179.24661,180.0,2.8465309e-05,6.3105267e-06,0,2.1,0.42083332,180.0,0,0,144,5.229166666666667,0.18029065040650405,1079.107638888889,Healthy,No Action,Healthy
0,2022-04-22,172.99736,178.34334,180.0,3.1032203e-05,1.0626597e-05,0,3.9,0.91805553,180.0,0,0,144,2.9715277777777778,0.017611788617886207,426.7576388888889,Healthy,No Action,Healthy
0,2022-04-23,166.15405,175.28932,180.0,4.26493e-05,1.86967e-05,0,7.7,2.6145833,180.0,0,0,144,2.808333333333333,0.010875338753387555,465.51666666666665,Healthy,No Action,Healthy
0,2022-04-24,166.52182,176.3744,180.0,8.566115e-05,2.486444e-05,0,7.5,2.0121212,180.0,0,0,198,4.161111111111111,0.10954890367085489,788.7287878787878,Healthy,No Action,Healthy
0,2022-04-25,167.0463,176.7684,180.0,0.0001980346,5.071831e-05,0,7.2,1.7958333,180.0,0,0,288,4.8493055555555555,0.150067581300813,983.514236111111,Healthy,No Action,Healthy
0,2022-04-26,166.10751,177.15013,180.0,0.0002478737,5.47118e-05,0,7.7,1.5822917,180.0,0,0,288,5.064236111111111,0.13820985772357722,1094.5600694444445,Healthy,No Action,Healthy
0,2022-04-27,163.91425,175.5975,180.0,0.0051477854,0.0009105852,0,8.9,2.4472222,180.0,0,0,288,3.969097222222222,0.06325101626016259,848.0767361111111,Healthy,No Action,Healthy
0,2022-04-28,157.88765,171.45346,180.0,0.008210214,0.0027837376,0,12.3,4.748958,180.0,0,0,288,3.525347222222222,0.04083418021680217,700.7326388888889,Healthy,No Action,Healthy
0,2022-04-29,160.8454,172.38254,179.9181,0.018436378,0.0011158582,0,10.6,4.233333,180.0,0,0,288,5.737152777777777,0.19980775745257454,826.8510416666667,Healthy,No Action,Healthy
0,2022-04-30,168.57022,178.22772,180.0,0.00033989636,6.7918925e-05,0,6.3,0.98402774,180.0,0,0,288,6.272222222222222,0.18682198509485098,660.8916666666667,Healthy,No Action,Healthy
0,2022-05-01,172.51465,178.3138,180.0,0.00064595207,5.368532e-05,0,4.2,0.9375,180.0,0,0,288,6.2125,0.23183011517615176,929.4451388888889,Healthy,No Action,Healthy
0,2022-05-02,173.80157,179.13768,180.0,0.0010012172,7.180038e-05,0,3.4,0.47708333,180.0,0,0,288,10.074652777777779,0.6813687330623306,1529.037152777778,Healthy,No Action,Healthy
0,2022-05-03,156.92203,176.3909,180.0,0.017672429,0.002076519,0,12.8,2.0041666,180.0,0,0,288,13.169791666666667,0.9346310975609755,1653.1604166666666,Healthy,No Action,Healthy
0,2022-05-04,171.7529,178.44536,180.0,0.003125636,0.00037704693,0,4.6,0.8642361,180.0,0,0,288,12.656944444444443,0.8943865176151762,1643.650347222222,Healthy,No Action,Healthy
0,2022-05-05,169.14153,178.70311,180.0,5.8957153e-06,1.9914676e-06,0,6.0,0.7222222,180.0,0,0,288,10.054513888888888,0.6941273712737127,1577.0364583333333,Healthy,No Action,Healthy
0,2022-05-06,174.75282,179.44559,180.0,1.946455e-05,3.4670172e-06,0,2.9,0.30868056,180.0,0,0,288,7.206597222222222,0.37298577235772357,1405.4965277777778,Healthy,No Action,Healthy
0,2022-05-07,167.39569,178.10713,180.0,3.337148e-05,1.049508e-05,0,7.0,1.0520834,180.0,0,0,288,5.263194444444444,0.14799085365853656,1178.9618055555557,Healthy,No Action,Healthy
0,2022-05-08,173.99124,179.74876,180.0,1.48956615e-05,2.192498e-06,0,3.3,0.1388889,180.0,0,0,288,7.094444444444445,0.3822288279132791,1331.2697916666666,Healthy,No Action,Healthy
0,2022-05-09,172.13371,177.821,180.0,1.7398183e-05,4.4136405e-06,0,4.4,1.2125001,180.0,0,0,288,8.794444444444444,0.5749888211382114,1536.0458333333333,Healthy,No Action,Healthy
0,2022-05-10,172.12648,179.12755,180.0,5.8927417e-06,1.909221e-06,0,4.4,0.48402774,180.0,0,0,288,7.624652777777778,0.42037161246612464,1460.6413194444444,Healthy,No Action,Healthy
0,2022-05-11,174.30281,178.6075,180.0,6.3500656e-06,2.1811127e-06,0,3.2,0.7722222,180.0,0,0,288,7.163194444444445,0.36086890243902436,1434.3006944444444,Healthy,No Action,Healthy
0,2022-05-12,172.04475,179.25462,180.0,2.8212924e-06,7.594352e-07,0,4.4,0.41354167,180.0,0,0,288,7.391319444444444,0.39306334688346883,1449.6697916666667,Healthy,No Action,Healthy
0,2022-05-13,170.69838,177.36995,180.0,2.3355265e-06,8.44735e-07,0,5.2,1.4607639,180.0,0,0,288,7.244791666666667,0.3688272357723577,1422.5239583333334,Healthy,No Action,Healthy
0,2022-05-14,170.95647,175.95767,180.0,1.4824612e-06,5.9139313e-07,0,5.0,2.2427084,180.0,0,0,288,5.790277777777778,0.20468411246612464,1244.4333333333334,Healthy,No Action,Healthy
0,2022-05-15,170.44505,176.7425,180.0,6.9326137e-07,2.0261506e-07,0,5.3,1.8093749,180.0,0,0,288,3.995833333333333,0.07929014227642275,862.7385416666667,Healthy,No Action,Healthy
0,2022-05-16,171.7959,178.78264,180.0,7.249163e-07,2.1187736e-07,0,4.6,0.67604166,180.0,0,0,288,3.134027777777778,0.037709857723577246,520.5729166666666,Healthy,No Action,Healthy
